run_index,user_id,name,email,role,status,horizon_days,version,generation_id,ai_request_id,provider,model,diet_days_count,workout_days_count,review_after_days,usage_input_tokens,usage_output_tokens,usage_total_tokens,duration_ms,started_at,finished_at,error_type,error_message
101,34,"Rami Karam",rami.karam@clients.hayetak.local,client,success,21,4,b2b92271-3e54-490f-aa2e-328da3bb4520,302,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2481,2026-04-05T10:49:48+00:00,2026-04-05T10:49:50+00:00,,
102,34,"Rami Karam",rami.karam@clients.hayetak.local,client,success,28,5,4440f41e-7be7-4672-aae2-79761518705d,303,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2802,2026-04-05T10:49:50+00:00,2026-04-05T10:49:53+00:00,,
103,35,"Farah Issa",farah.issa@clients.hayetak.local,client,success,14,2,87ae6efc-f92a-4286-839d-bd5ef5799afe,304,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2072,2026-04-05T10:49:53+00:00,2026-04-05T10:49:55+00:00,,
104,35,"Farah Issa",farah.issa@clients.hayetak.local,client,success,21,3,524ce78f-b5f6-4fe4-90a4-70b86fda33e2,305,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2326,2026-04-05T10:49:55+00:00,2026-04-05T10:49:57+00:00,,
105,35,"Farah Issa",farah.issa@clients.hayetak.local,client,success,28,4,28854ad5-8d79-4090-9823-d89ca5f21760,306,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2706,2026-04-05T10:49:57+00:00,2026-04-05T10:50:00+00:00,,
106,36,"Elias Kfoury",elias.kfoury@clients.hayetak.local,client,success,14,2,f86792ba-ae14-4c48-b698-2535bb58fa6a,307,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2099,2026-04-05T10:50:00+00:00,2026-04-05T10:50:02+00:00,,
107,36,"Elias Kfoury",elias.kfoury@clients.hayetak.local,client,success,21,3,f9ce2065-0c43-49a8-a841-69e002d44105,308,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2408,2026-04-05T10:50:02+00:00,2026-04-05T10:50:05+00:00,,
108,36,"Elias Kfoury",elias.kfoury@clients.hayetak.local,client,success,28,4,4517ad06-d926-4440-8055-542e8da5b76e,309,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2783,2026-04-05T10:50:05+00:00,2026-04-05T10:50:07+00:00,,
109,37,"Jana Safi",jana.safi@clients.hayetak.local,client,success,14,2,d4440648-2d34-4dd9-a1d5-e11c7ba31f21,310,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2003,2026-04-05T10:50:07+00:00,2026-04-05T10:50:09+00:00,,
110,37,"Jana Safi",jana.safi@clients.hayetak.local,client,success,21,3,8c7e591c-ae2b-48f7-afe1-b3262c2e5143,311,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2273,2026-04-05T10:50:09+00:00,2026-04-05T10:50:12+00:00,,
111,37,"Jana Safi",jana.safi@clients.hayetak.local,client,success,28,4,cd21c91a-17d4-4933-82eb-e490aa03c185,312,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2584,2026-04-05T10:50:12+00:00,2026-04-05T10:50:14+00:00,,
112,38,"Nabil Haddad",nabil.haddad@clients.hayetak.local,client,success,14,2,84d4985f-5451-4cb6-b1ea-f24dfdfa304e,313,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2346,2026-04-05T10:50:14+00:00,2026-04-05T10:50:17+00:00,,
113,38,"Nabil Haddad",nabil.haddad@clients.hayetak.local,client,success,21,3,8750c690-fc77-4372-bdf8-55956825966c,314,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2793,2026-04-05T10:50:17+00:00,2026-04-05T10:50:19+00:00,,
114,38,"Nabil Haddad",nabil.haddad@clients.hayetak.local,client,success,28,4,01b88b20-0ad5-4c5e-a3c8-0119402bc895,315,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3301,2026-04-05T10:50:19+00:00,2026-04-05T10:50:23+00:00,,
115,39,"Reem Atallah",reem.atallah@clients.hayetak.local,client,success,14,2,ac14a72b-49c4-4832-a1c9-570f42748cfe,316,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2091,2026-04-05T10:50:23+00:00,2026-04-05T10:50:25+00:00,,
116,39,"Reem Atallah",reem.atallah@clients.hayetak.local,client,success,21,3,28d5c123-d0f3-4452-aea2-89f78546e0e5,317,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2490,2026-04-05T10:50:25+00:00,2026-04-05T10:50:27+00:00,,
117,39,"Reem Atallah",reem.atallah@clients.hayetak.local,client,success,28,4,9e6aacb1-c859-4b90-ac71-92674f9d5042,318,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2879,2026-04-05T10:50:27+00:00,2026-04-05T10:50:30+00:00,,
118,40,"nour khoury",bingchillin1812@gmail.com,client,success,14,22,f9043e23-9315-4095-ae73-0c08ee0872ac,319,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2066,2026-04-05T10:50:30+00:00,2026-04-05T10:50:32+00:00,,
119,40,"nour khoury",bingchillin1812@gmail.com,client,success,21,23,4483a5b5-2323-4729-8d2f-ef5ec10d8e61,320,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2389,2026-04-05T10:50:32+00:00,2026-04-05T10:50:35+00:00,,
120,40,"nour khoury",bingchillin1812@gmail.com,client,success,28,24,ada765b9-a85e-47c2-9d52-483987961231,321,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2748,2026-04-05T10:50:35+00:00,2026-04-05T10:50:37+00:00,,
121,41,"Ms. Lavada Watsica Jr.",mozelle.farrell@example.com,client,success,14,2,f9af4dff-ba60-4ac4-92e5-4d0a94f1c7a6,322,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2324,2026-04-05T10:50:37+00:00,2026-04-05T10:50:40+00:00,,
122,41,"Ms. Lavada Watsica Jr.",mozelle.farrell@example.com,client,success,21,3,ce6ff895-16f0-4e25-8547-3f8a32e4bde5,323,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2769,2026-04-05T10:50:40+00:00,2026-04-05T10:50:43+00:00,,
123,41,"Ms. Lavada Watsica Jr.",mozelle.farrell@example.com,client,success,28,4,d18ec04f-ec96-4794-a138-cfc3be2d9ef1,324,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3191,2026-04-05T10:50:43+00:00,2026-04-05T10:50:46+00:00,,
124,42,"Lindsey Parker Sr.",lesch.thora@example.com,client,success,14,2,2dfcc0a5-ca9d-40ca-a56e-8fdbfe69049f,325,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2344,2026-04-05T10:50:46+00:00,2026-04-05T10:50:48+00:00,,
125,42,"Lindsey Parker Sr.",lesch.thora@example.com,client,success,21,3,9be69740-17f0-4d65-a98c-e9cbc50754bf,326,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2807,2026-04-05T10:50:48+00:00,2026-04-05T10:50:51+00:00,,
126,42,"Lindsey Parker Sr.",lesch.thora@example.com,client,success,28,4,76dfcf91-87a3-4003-842f-ecefad943c73,327,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3307,2026-04-05T10:50:51+00:00,2026-04-05T10:50:54+00:00,,
127,43,"Dr. Donny Herzog DDS",price.kassandra@example.org,client,success,14,2,477d9a0e-a653-48fb-9eb5-f1ab4e807684,328,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2323,2026-04-05T10:50:54+00:00,2026-04-05T10:50:56+00:00,,
128,43,"Dr. Donny Herzog DDS",price.kassandra@example.org,client,success,21,3,7b04b48f-a5f2-42b8-b651-3b1c89d2e4a8,329,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2741,2026-04-05T10:50:56+00:00,2026-04-05T10:50:59+00:00,,
129,43,"Dr. Donny Herzog DDS",price.kassandra@example.org,client,success,28,4,6926e769-f1e0-4f6d-86c5-8d90d27343ce,330,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3243,2026-04-05T10:50:59+00:00,2026-04-05T10:51:02+00:00,,
130,44,"Hugh Stokes",mraz.sydni@example.com,client,success,14,2,402a2d56-95e2-4647-8468-d23355761701,331,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2298,2026-04-05T10:51:02+00:00,2026-04-05T10:51:05+00:00,,
131,44,"Hugh Stokes",mraz.sydni@example.com,client,success,21,3,2635776d-97bd-430f-8fbf-242fd77e11c3,332,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2786,2026-04-05T10:51:05+00:00,2026-04-05T10:51:08+00:00,,
132,44,"Hugh Stokes",mraz.sydni@example.com,client,success,28,4,d6f31f4e-6152-42d9-a76d-ee6676ea9325,333,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3218,2026-04-05T10:51:08+00:00,2026-04-05T10:51:11+00:00,,
133,45,"Alysson Koepp DVM",kihn.oral@example.net,client,success,14,2,64c68630-bc9d-4aea-9771-7fbf1e10f7e4,334,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2314,2026-04-05T10:51:11+00:00,2026-04-05T10:51:13+00:00,,
134,45,"Alysson Koepp DVM",kihn.oral@example.net,client,success,21,3,2030ca3f-54f7-4a0f-bc9d-eb3485907bf7,335,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2775,2026-04-05T10:51:13+00:00,2026-04-05T10:51:16+00:00,,
135,45,"Alysson Koepp DVM",kihn.oral@example.net,client,success,28,4,953ad3be-a3d3-4077-93cd-30522eb46fbf,336,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,3306,2026-04-05T10:51:16+00:00,2026-04-05T10:51:19+00:00,,
136,46,"Marilou McLaughlin",anna.lesch@example.net,client,success,14,2,31769394-3857-4b3f-ba8c-dd14cbe30040,337,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,1999,2026-04-05T10:51:19+00:00,2026-04-05T10:51:21+00:00,,
137,46,"Marilou McLaughlin",anna.lesch@example.net,client,success,21,3,c7d966e8-aa76-4ab6-af6b-75459ce11429,338,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2276,2026-04-05T10:51:21+00:00,2026-04-05T10:51:23+00:00,,
138,46,"Marilou McLaughlin",anna.lesch@example.net,client,success,28,4,4821b0bd-56a7-4aac-bc0b-cc0fdd029a3e,339,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2698,2026-04-05T10:51:23+00:00,2026-04-05T10:51:26+00:00,,
139,47,"Dante Roob",wunsch.ila@example.net,client,success,14,2,ef60275e-7de7-49b4-96c1-879e83fd6d8b,340,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2047,2026-04-05T10:51:26+00:00,2026-04-05T10:51:28+00:00,,
140,47,"Dante Roob",wunsch.ila@example.net,client,success,21,3,353aff9d-b0fd-4725-8e14-38d25cdd855c,341,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2327,2026-04-05T10:51:28+00:00,2026-04-05T10:51:31+00:00,,
141,47,"Dante Roob",wunsch.ila@example.net,client,success,28,4,161027b6-d22c-42a0-8e36-67bba0f9cb0c,342,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2661,2026-04-05T10:51:31+00:00,2026-04-05T10:51:33+00:00,,
142,48,"Mr. Ephraim Simonis",kozey.lorena@example.com,client,success,14,2,2f303ec7-3989-4e02-b771-d4c59811f37d,343,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2019,2026-04-05T10:51:33+00:00,2026-04-05T10:51:35+00:00,,
143,48,"Mr. Ephraim Simonis",kozey.lorena@example.com,client,success,21,3,f3e0ce45-3e5b-4621-bad2-da2a3623abb2,344,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2356,2026-04-05T10:51:35+00:00,2026-04-05T10:51:38+00:00,,
144,48,"Mr. Ephraim Simonis",kozey.lorena@example.com,client,success,28,4,2325ea0f-c7db-4416-863e-f8f71a1d9a7e,345,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2719,2026-04-05T10:51:38+00:00,2026-04-05T10:51:40+00:00,,
145,49,"Mr. Keith Sauer",thelma.lesch@example.org,client,success,14,2,da0c7d87-8b94-43cb-ba24-c76fcaa1a003,346,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,1948,2026-04-05T10:51:40+00:00,2026-04-05T10:51:42+00:00,,
146,49,"Mr. Keith Sauer",thelma.lesch@example.org,client,success,21,3,e0764817-3959-4c75-86a2-ed55c950e290,347,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2288,2026-04-05T10:51:42+00:00,2026-04-05T10:51:44+00:00,,
147,49,"Mr. Keith Sauer",thelma.lesch@example.org,client,success,28,4,86408315-4af1-41ae-9934-54d3abca89fa,348,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2691,2026-04-05T10:51:44+00:00,2026-04-05T10:51:47+00:00,,
148,50,"Matilde Stiedemann II",iemmerich@example.net,client,success,14,2,d9f33fe7-e7bf-48b5-bdf7-59b2a1bbf2c7,349,local_fallback,hayetak-local-fallback-v1,14,7,14,0,0,0,2057,2026-04-05T10:51:47+00:00,2026-04-05T10:51:49+00:00,,
149,50,"Matilde Stiedemann II",iemmerich@example.net,client,success,21,3,85ee2e63-5b62-4f26-83cc-6cf10b83f28b,350,local_fallback,hayetak-local-fallback-v1,21,7,21,0,0,0,2278,2026-04-05T10:51:49+00:00,2026-04-05T10:51:52+00:00,,
150,50,"Matilde Stiedemann II",iemmerich@example.net,client,success,28,4,daad6cb0-de34-4416-9a39-3f7a7a8d5c27,351,local_fallback,hayetak-local-fallback-v1,28,7,28,0,0,0,2696,2026-04-05T10:51:52+00:00,2026-04-05T10:51:54+00:00,,
